category,num_restaurants
Italian-Salads-Pizza-Pasta-Sandwiches,1
Italian-Salads-Sandwich,1
Italian-Salads-Sandwich-Healthy,1
Italian-Salads-Seafood-Healthy,1
American-Italian-Pasta-Healthy-Comfort Food-Noodles-Family Meals,1
Italian-Sandwich-Breakfast and Brunch,1
Italian-Sandwich-Deli-Pizza-Salads-Healthy,1
American-Italian-Pasta-Family Meals-Salads,1
Italian-Sandwich-Pizza-Pasta-Salads-Mediterranean-Vegetarian-Family Meals-Family Friendly,1
Italian-Sandwich-Pizza-Pasta-Salads-Wings,1
Italian-Sandwich-Salads,1
Italian-Sandwich-Salads-Drinks-Soup,1
Italian-Sandwich-Salads-Healthy,1
Italian-Sandwich-Salads-Pizza-Family Meals-Healthy,1
Italian-Sandwich-Salads-Pizza-Healthy,1
Italian-Sandwich-Vegetarian Friendly-Pizza,1
Italian-Sandwiches-Chicken,1
Italian-Sandwiches-wings-American-Fast Food-Burgers-pizza,1
Vegetarian-Vegan-American-Healthy,1
Italian-Seafood-Desserts,1
Italian-Seafood-Desserts-Steak-Allergy Friendly,1
American-Italian-Pasta-Comfort Food-Healthy-Noodles-Family Meals,1
Vegetarian-Vegan-Bakery-Allergy Friendly,1
Italian-Vegetarian Friendly-Salads-Pizza-Healthy,1
Italian-Vegetarian-Friendly-Gluten Free Friendly-Family Friendly-Group Friendly,1
Italian-Wings-Chicken,1
Italian-Wings-Salads,1
Vegetarian-Vegan-Burgers,1
American-Italian-Pasta-Alcohol,1
Vegetarian-Vegan-Chinese-Healthy-Asian-Asian Fusion-Vegetarian Friendly-Vegan Friendly-Noodles,1
Italian-pizza,1
Italian-pizza-Comfort Food-Family Friendly,1
Italian-pizza-Desserts,1
Italian-pizza-Salads-Healthy,1
Alcohol-Liquor Stores-Specialty Foods-Gift Store,1
Italian-pizza-Salads-Kids Friendly-Pasta-Family Friendly-Wings,1
Italian-pizza-Sandwich-Family Meals,1
American-Italian-New American,1
American-Italian-Mac and Cheese-Alcohol,1
American-Italian-Mac and Cheese,1
Jamaican,1
Jamaican-Black-owned,1
Jamaican-Chicken-Comfort Food,1
Jamaican-Comfort Food,1
Jamaican-Sandwich-Seafood-Black-owned,1
American-Italian-Indian-Wings-Salads-Desserts,1
Japanese Skewer food-Japanese BBQ-Yakitori,1
Japanese Skewer food-Sushi-Japanese,1
Japanese-Adult-Fried Chicken-AAPI-owned,1
Japanese-Alcohol,1
American-Italian-Gluten Free Friendly-Pizza-Family Meals,1
Japanese-American-Burgers-Asian Fusion,1
American-Italian-Gluten Free Friendly-Pizza-Desserts-Family Meals,1
Alcohol-Liquor Stores-Family Friendly-Wine,1
Japanese-Asian Fusion-Asian-Allergy Friendly,1
Japanese-Asian Fusion-Asian-Chinese-Noodles-Rice-bowls-Family Meals-Kids Friendly,1
American-Italian-Gluten Free Friendly-Pizza,1
Japanese-Asian Fusion-Noodles-Family Friendly,1
American-Italian-Family Meals,1
Japanese-Asian Fusion-Sushi-Family Friendly-Group Friendly-Alcohol,1
American-Italian-Comfort Food-Healthy-Pasta-Noodles-Family Meals,1
Japanese-Asian-Asian Fusion-Chicken-Salads-Healthy-Family Friendly,1
Japanese-Asian-Asian Fusion-Family Friendly,1
Japanese-Asian-Asian Fusion-Family Meals-Exclusive to Eats,1
Japanese-Asian-Asian Fusion-Group Friendly,1
Japanese-Asian-Asian Fusion-Rice-bowls-Family Friendly,1
Japanese-Asian-Asian Fusion-Seafood-Soup-Chicken,1
Japanese-Asian-Asian Fusion-Sushi-Rolls-Noodles-Japanese set items-Seafood-Comfort Food-Snacks,1
Afghan-Pakistani-Indian-Allergy Friendly,1
Japanese-Asian-Bowls-Korean-Healthy,1
Vegetarian-Vegan-Healthy-Allergy Friendly-Exclusive to Eats,1
Afghan-Middle Eastern-Salads,1
Japanese-Asian-Comfort Food,1
Japanese-Asian-Comfort Food-Family Friendly,1
Japanese-Asian-Drinks-Group Friendly,1
Vegetarian-Vegan-Healthy-Cheese-Vegan Friendly-Alcohol,1
American-Italian-Comfort Food-Healthy-Pasta-Noodles,1
Japanese-Asian-Family Friendly-Group Friendly,1
Japanese-Asian-Family Meals,1
Japanese-Asian-Fast Food,1
Japanese-Asian-Group Friendly,1
Japanese-Asian-Hawaiian,1
Japanese-Asian-Korean,1
Japanese-Asian-Korean-Asian Fusion-Healthy-Family Meals,1
Japanese-Asian-Noodles,1
Japanese-Asian-Noodles-Alcohol,1
Japanese-Asian-Noodles-Asian Fusion-Seafood-Sushi-Japanese set items-Rice-bowls,1
Japanese-Asian-Noodles-Family Meals-Alcohol-Rice Dishes-Japanese Style curry-Soup-Salads-Vegetarian-Vegetarian Friendly-Ramen-Sushi-Healthy,1
Japanese-Asian-Noodles-Taiwanese,1
Japanese-Asian-Ramen-Exclusive to Eats,1
Japanese-Asian-Rice &amp; Curry,1
Japanese-Asian-Rice-bowls,1
American-Italian-Comfort Food,1
Vegetarian-Vegan-Healthy-Chinese-Asian Fusion-Asian,1
Japanese-Asian-Soup,1
American-Italian-Burgers,1
American-Italian-Allergy Friendly,1
Japanese-Asian-Sushi-Alcohol-Family Meals-Family Friendly-Group Friendly,1
American-Irish,1
Japanese-Asian-Sushi-Asian Fusion-Family Meals,1
Japanese-Asian-Sushi-Asian Fusion-Rolls-Salads-Chinese-Vegetarian-Vegetarian Friendly-Healthy-Family Friendly-Group Friendly,1
Japanese-Asian-Sushi-Asian Fusion-Steak,1
Japanese-Asian-Sushi-Chinese,1
Japanese-Asian-Sushi-Comfort Food,1
American-Ice Cream + Frozen Yogurt-Comfort Food,1
Japanese-Asian-Sushi-Exclusive to Eats-Group Friendly,1
Japanese-Asian-Sushi-Exclusive to Eats-Group Friendly-Alcohol,1
American-Ice Cream &amp; Frozen Yogurt-Sandwiches,1
Vegetarian-Vegan-Healthy-Chinese-Asian-Asian Fusion-Gluten Free-Noodles-Seafood,1
Japanese-Asian-Sushi-Family Friendly-Thai,1
American-Ice Cream &amp; Frozen Yogurt-Desserts,1
Japanese-Asian-Sushi-Family Meals-Family Friendly,1
Vegetarian-Vegan-Healthy-Chinese-Noodles,1
Japanese-Asian-Sushi-Noodles-Korean-Allergy Friendly,1
Alcohol-Liquor Stores-Beer-Wine,1
Vegetarian-Vegan-Healthy-Family Meals-Group Friendly,1
Japanese-Asian-Sushi-Rolls-Family Friendly,1
Japanese-Asian-Sushi-Rolls-Noodles,1
Japanese-Asian-Sushi-Rolls-Seafood-Family Friendly,1
Japanese-Asian-Sushi-Salads-Seafood-Healthy,1
Japanese-Asian-Sushi-Seafood,1
Japanese-Asian-Sushi-Seafood-Poke,1
Japanese-Asian-Sushi-Vegetarian Friendly-Kids Friendly-Allergy Friendly,1
Vegetarian-Vegan-Healthy-Gluten Free-Allergy Friendly-Gluten Free Friendly-Indian Curry-Vegan Friendly-Indian-Vegetarian Friendly,1
Japanese-Asian-Vegetarian,1
Japanese-Breakfast and Brunch-Sushi-Coffee and Tea,1
Japanese-Burgers-Group Friendly,1
Japanese-Burgers-Seafood,1
Japanese-Chicken-Rolls-Family Meals,1
Japanese-Chinese,1
Vegetarian-Vegan-Healthy-Italian-New Mexican-Desserts,1
Vegetarian-Vegan-Healthy-Juice and Smoothies-Allergy Friendly,1
Japanese-Chinese-Asian Fusion-Thai-Asian-Family Friendly,1
Japanese-Chinese-Asian-Asian Fusion,1
Japanese-Chinese-Asian-Asian Fusion-Noodles-Rice-bowls-Chicken-Healthy-Family Friendly,1
Japanese-Chinese-Asian-Family Meals,1
Japanese-Chinese-Asian-Vegetarian Friendly-Family Meals,1
Japanese-Chinese-Exclusive to Eats,1
American-Ice Cream &amp; Frozen Yogurt,1
Japanese-Chinese-Family Meals,1
Vegetarian-Vegan-Healthy-Mexican-Latin American-Latin Fusion,1
Japanese-Chinese-Korean-Vegetarian Friendly,1
Japanese-Chinese-Noodles,1
Japanese-Chinese-Thai-Family Friendly,1
American-Hot Dog-Snacks,1
Japanese-Crepe-Desserts,1
Japanese-Deli-Ramen-Bento,1
Japanese-Desserts-Cafe,1
American-Hot Dog-Sandwiches,1
Japanese-Exclusive to Eats-Group Friendly,1
American-Hot Dog-Sandwich-Desserts-Kids Friendly-Local Specialities-Alcohol,1
Japanese-Family Friendly-Asian-Sushi-Rolls-Group Friendly,1
Vegetarian-Vegan-Healthy-Pasta,1
American-Hot Dog-Fast Food-Burgers,1
American-Hot Dog-Diner,1
Japanese-Family Meals-Family Friendly,1
Japanese-Family Meals-Family Friendly-Group Friendly,1
Japanese-Family Meals-Group Friendly,1
Japanese-Fast Food,1
Japanese-Fast Food-Asian,1
Japanese-Fast Food-Fried Chicken-BBQ-Asian,1
Japanese-Group Friendly,1
Japanese-Hawaiian,1
Japanese-Hawaiian-Asian Fusion,1
Japanese-Hawaiian-Exclusive to Eats,1
Japanese-Hawaiian-Seafood,1
Japanese-Healthy-Asian,1
Japanese-Japanese BBQ-Asian Fusion-Sushi-Rolls-Salads-Rice-bowls-Seafood-Chicken-Comfort Food-Healthy,1
Japanese-Japanese BBQ-BBQ,1
Japanese-Japanese BBQ-Korean-Chinese-Asian,1
Japanese-Japanese BBQ-Ramen-Rice Dishes-Rice-bowls,1
Japanese-Japanese Skewer food-Japanese BBQ-Japanese set items,1
Vegetarian-Vegan-Healthy-Salads-Gluten Free,1
Japanese-Japanese set items-Noodles-Asian-Comfort Food,1
Japanese-Juice and Smoothies-Asian,1
American-Hot Dog-Burgers-Group Friendly,1
Japanese-Korean-Asian-Bento,1
Japanese-Korean-Asian-Family Friendly-Alcohol,1
Japanese-Korean-Asian-Family Meals,1
Japanese-Korean-Family Friendly,1
Japanese-Korean-Salads-Healthy,1
Vegetarian-Vegan-Healthy-Seafood,1
Vegetarian-Vegan-Healthy-Vegan Friendly-Asian-Asian Fusion-Rice-bowls-Kids Friendly-Group Friendly,1
Japanese-Noodles-Asian,1
Vegetarian-Vegan-Healthy-Vegetarian Friendly-Gluten Free-Pakistani-Indian-Diner-Exclusive to Eats-Korean,1
Vegetarian-Vegan-Indian Curry-Pakistani-Gluten Free,1
Japanese-Noodles-Salads-Healthy,1
American-Hot Dog-Bowls,1
Japanese-Ramen-Asian,1
Alcohol-Liquor Stores-Beer,1
Japanese-Ramen-Asian-Group Friendly,1
Japanese-Ramen-Comfort Food-Allergy Friendly,1
Japanese-Ramen-Comfort Food-Allergy Friendly-Alcohol,1
Japanese-Ramen-Noodles,1
Japanese-Ramen-Poke,1
Japanese-Ramen-Soup,1
Japanese-Ramen-Sushi,1
Japanese-Rolls-Chicken,1
Japanese-Rolls-Salads-Healthy-Family Friendly,1
Japanese-Salads-BBQ-Bubble Tea-Healthy-Exclusive to Eats,1
Japanese-Salads-Chicken-Asian-Asian-owned,1
Vegetarian-Vegan-Indian-Pakistani-Indian Curry-Gluten Free-Indian,1
Japanese-Salads-Kids Friendly-Healthy-Family Friendly-Exclusive to Eats-Group Friendly,1
Japanese-Salads-Korean-Healthy-Family Friendly,1
Japanese-Salads-Seafood-Healthy,1
Japanese-Salads-Sushi,1
Japanese-Salads-Vegetarian Friendly-Korean-Fish and Chips-Healthy,1
Japanese-Sandwich-Rolls,1
Japanese-Sandwiches-Asian Fusion,1
American-Healthy-Vegetarian-New Mexican-Comfort Food-Vegan-Mexican,1
Japanese-Seafood-Noodles-Family Meals-Family Friendly,1
Japanese-Seafood-Steak,1
Japanese-Seafood-Sushi,1
American-Healthy-Sandwich-Fast Food-Family Meals,1
Japanese-Sushi Bar,1
Japanese-Sushi-Affordable Meals,1
Japanese-Sushi-Alcohol,1
American-Healthy-Salads-Salads-Vegetarian Friendly-Vegan Friendly-Rice-bowls,1
Vegetarian-Vegan-Salads-Healthy,1
Japanese-Sushi-Asian Fusion-Family Friendly,1
Vegetarian-Vegan-Sandwich-Gluten Free-Healthy,1
Japanese-Sushi-Asian-Alcohol,1
Japanese-Sushi-Asian-Asian Fusion-Asian-owned,1
Japanese-Sushi-Asian-Asian Fusion-Burritos-Bento-Comfort Food-Snacks,1
Japanese-Sushi-Asian-Asian Fusion-Fish &amp; Seafood-Rice Dishes-Noodles-Japanese set items-Comfort Food-Snacks,1
Vegetarian-Vegan-Sandwich-Group Friendly,1
Japanese-Sushi-Asian-Family Friendly,1
Japanese-Sushi-Asian-Family Friendly-Allergy Friendly,1
Japanese-Sushi-Asian-Family Friendly-Exclusive to Eats,1
Japanese-Sushi-Asian-Family Meals-Kids Friendly-Vegetarian Friendly-Healthy,1
Japanese-Sushi-Asian-Group Friendly,1
Japanese-Sushi-Asian-Noodles,1
Japanese-Sushi-Asian-Seafood-Family Meals,1
Japanese-Sushi-Bar Food,1
Vegetarian-Vegan-Soul Food-American-American-Healthy-Sandwich-Sandwiches-Breakfast and Brunch,1
Japanese-Sushi-Bento-Asian-Group Friendly,1
Japanese-Sushi-Bowls,1
Vegetarian-Vegan-Street Food-Mediterranean-Middle Eastern-Vegetarian Friendly,1
Japanese-Sushi-Comfort Food-Alcohol,1
Japanese-Sushi-Desserts,1
Japanese-Sushi-Exclusive to Eats-Group Friendly,1
American-Healthy-New American-Vegetarian,1
Japanese-Sushi-Family Friendly-Allergy Friendly,1
Vegetarian-Women-owned-Tea &amp; Coffee,1
Japanese-Sushi-Hawaiian-Vegetarian-Vegan-Healthy-Alcohol,1
Japanese-Sushi-Japanese BBQ-Exclusive to Eats,1
American-Healthy-Fast Food-Sandwich-American-Sandwiches,1
Japanese-Sushi-Noodles-Allergy Friendly,1
Japanese-Sushi-Noodles-Chinese,1
Japanese-Sushi-Poke,1
Japanese-Sushi-Poke-Allergy Friendly,1
Vegetarian-Friendly-Cafe-Sandwich-Healthy,1
Japanese-Sushi-Rice-bowls,1
American-Healthy-Comfort Food,1
Japanese-Sushi-Rolls-Chinese-Vegetarian,1
Japanese-Sushi-Rolls-Family Friendly,1
Japanese-Sushi-Rolls-Ramen,1
Japanese-Sushi-Salads,1
Japanese-Sushi-Salads-Asian,1
American-Healthy-Breakfast and Brunch,1
Japanese-Sushi-Salads-Steak-Seafood-Kids Friendly,1
American-Hawaiian-Seafood,1
Japanese-Sushi-Seafood-BBQ-Vegetarian-Vegan-Rolls-Japanese Skewer food-Japanese BBQ-Japanese set items-Healthy,1
Japanese-Sushi-Seafood-Desserts,1
Japanese-Sushi-Seafood-Desserts-Family Friendly,1
Japanese-Sushi-Seafood-Family Friendly,1
Japanese-Sushi-Vegetarian Friendly,1
Japanese-Sushi-Vegetarian-Friendly-Family Friendly,1
Japanese-Tempura-Noodles-Kebab,1
Japanese-Teppanyaki,1
Japanese-Thai-Family Friendly,1
Japanese-Thai-Family Friendly-Exclusive to Eats,1
American-Hawaiian-Salads,1
Japanese-Vegetarian Friendly-Korean-Salads-Healthy,1
Japanese-Vegetarian Friendly-Noodles-Asian-Asian Fusion,1
Japanese-Vegetarian-Friendly-Family Friendly,1
Japanese-Vietnamese-Asian Fusion,1
Japanese: Other,1
Japanese: Other-Allergy Friendly,1
Japanese: Other-Asian,1
Japanese: Other-Asian-Asian Fusion-Black-owned,1
Venezuelan-American-Latin Fusion-Allergy Friendly,1
Japanese: Other-Asian-Chinese-Allergy Friendly,1
Japanese: Other-Asian-Coffee and Tea,1
Japanese: Other-Asian-Sushi-Family Friendly,1
Japanese: Other-Family Friendly,1
Japanese: Other-Noodles-Rolls,1
Japanese: Other-Ramen-Noodles,1
Japanese: Other-Sushi-Rolls,1
Japanese: Ramen-Asian-Asian Fusion,1
Japanese: Ramen-Asian-Chicken-Group Friendly,1
Japanese: Ramen-Asian-Japanese,1
Japanese: Ramen-Salads-Wings-Healthy,1
Venezuelan-Colombian,1
Japanese: Sushi-Asian-Asian Fusion,1
Japanese: Sushi-Asian-Comfort Food,1
Japanese: Sushi-Asian-Sushi-Asian Fusion-Group Friendly,1
Japanese: Sushi-Comfort Food,1
Japanese: Sushi-Family Friendly,1
Japanese: Sushi-Family Friendly-Exclusive to Eats,1
Japanese: Sushi-Family Friendly-Group Friendly,1
Japanese: Sushi-Hawaiian-Salads-Healthy,1
Japanese: Sushi-Japanese-Asian,1
Japanese: Sushi-Japanese-Asian-Allergy Friendly,1
Japanese: Sushi-Japanese-Okonomiyaki-Asian-Group Friendly,1
Japanese: Sushi-Japanese-Salads-Healthy,1
Japanese: Sushi-Kids Friendly-Asian,1
Japanese: Sushi-Korean,1
Japanese: Sushi-Korean-Exclusive to Eats,1
Japanese: Sushi-Rolls-Chicken,1
Japanese: Sushi-Rolls-Comfort Food,1
Japanese: Sushi-Rolls-Noodles,1
Japanese: Sushi-Salads-Desserts-Healthy-Group Friendly,1
Japanese: Sushi-Salads-Healthy,1
Japanese: Sushi-Seafood-Asian-Family Friendly,1
Jewish-Bakery-Deli,1
Juice &amp; Smoothies,1
Juice &amp; Smoothies-Allergy Friendly-Comfort Food,1
Juice &amp; Smoothies-American-Snacks,1
Juice &amp; Smoothies-Desserts-Bubble Tea-Asian,1
Juice &amp; Smoothies-Desserts-Coffee and Tea,1
Juice &amp; Smoothies-Exclusive to Eats,1
Venezuelan-Empanada-Drinks,1
Juice &amp; Smoothies-Healthy-Fast Food,1
Juice &amp; Smoothies-Salads-Sandwich,1
Juice &amp; Smoothies-Vegetarian-Drinks-Fast Food-Juice &amp; Smoothies-Healthy,1
Venezuelan-Group Friendly,1
Juice Bars-American-Drinks,1
Juice Bars-American-Juice and Smoothies,1
Juice Bars-Juice and Smoothies,1
American-Hawaiian,1
Juice and Smoothies-Alcohol-Wine-Beer,1
Juice and Smoothies-Allergy Friendly,1
Juice and Smoothies-Allergy Friendly-Vegetarian Friendly-Healthy,1
Juice and Smoothies-American,1
Juice and Smoothies-American-Asian,1
Venezuelan-Latin American-Gluten Free,1
Juice and Smoothies-American-Kids Friendly,1
Juice and Smoothies-American-Rice-bowls,1
Juice and Smoothies-American-Sandwich,1
Juice and Smoothies-Açaí,1
Juice and Smoothies-Açaí-Family Meals,1
Juice and Smoothies-Açaí-Healthy,1
Venezuelan-Latin American-Sandwich-Burgers-Seafood,1
Juice and Smoothies-Bowls-Fruit,1
Juice and Smoothies-Bowls-Gluten Free,1
Juice and Smoothies-Breakfast and Brunch,1
Juice and Smoothies-Breakfast and Brunch-Açaí-Healthy,1
American-Halal-Chicken,1
Juice and Smoothies-Breakfast and Brunch-Bubble Tea,1
Juice and Smoothies-Breakfast and Brunch-Fast Food-Healthy,1
Juice and Smoothies-Breakfast and Brunch-Ice Cream + Frozen Yogurt-Kids Friendly-Desserts,1
Juice and Smoothies-Breakfast and Brunch-Salads,1
Juice and Smoothies-Breakfast and Brunch-Sandwiches,1
Juice and Smoothies-Breakfast and Brunch-Snacks,1
Juice and Smoothies-Breakfast and Brunch-Tacos,1
American-Halal,1
Venezuelan-Latin American-Spanish,1
Alcohol-Liquor Stores-Allergy Friendly,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Allergy Friendly-Vegan-Healthy-Family Friendly,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Desserts-Coffee and Tea-Bubble Tea-Ice Cream + Frozen Yogurt-Comfort Food-Gluten Free Friendly-Fast Food-Healthy,1
American-Greek-Burgers,1
Vietnamese-Allergy Friendly-Family Friendly,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Healthy-American,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Healthy-Black-owned-Sandwich-Salads,1
Alcohol-Grocery-Convenience,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Healthy-Family Friendly,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Healthy-Vegan-Salads,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Salads-Sandwich-Healthy,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Sandwich-Healthy,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Seafood,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Vegan,1
Juice and Smoothies-Breakfast and Brunch-Vegetarian-Vegan-Vegan Friendly-Vegetarian Friendly-Healthy-Desserts-Exclusive to Eats,1
Afghan-Fast Food-Halal,1
Juice and Smoothies-Bubble Tea-Healthy-Fruit,1
Juice and Smoothies-Bubble Tea-Vegan Friendly,1
Juice and Smoothies-Bubble Tea-Vietnamese,1
American-Gluten-Free Friendly-Vegetarian-Friendly-Family Friendly,1
Juice and Smoothies-Chicken-Bubble Tea,1
Juice and Smoothies-Chicken-Coffee and Tea-Family Meals,1
American-Gluten-Free Friendly-Vegetarian-Friendly,1
Juice and Smoothies-Coffee and Tea-Allergy Friendly,1
Juice and Smoothies-Coffee and Tea-Allergy Friendly-Asian-South East Asian,1
Juice and Smoothies-Coffee and Tea-Breakfast and Brunch,1
Juice and Smoothies-Coffee and Tea-Bubble Tea,1
Juice and Smoothies-Coffee and Tea-Bubble Tea-Desserts-Allergy Friendly,1
Juice and Smoothies-Coffee and Tea-Chinese-Asian Fusion-Vegetarian-Vegan-Cafe-Asian-Healthy,1
Juice and Smoothies-Coffee and Tea-Drinks-Allergy Friendly,1
Juice and Smoothies-Comfort Food-Drinks,1
Juice and Smoothies-Comfort Food-Fast Food-Healthy,1
American-Gluten Free-Healthy-Pizza,1
Juice and Smoothies-Desserts-Allergy Friendly,1
Juice and Smoothies-Desserts-Bubble Tea-Drinks,1
Vietnamese-Asian Fusion-Bubble Tea,1
Juice and Smoothies-Desserts-Ice Cream + Frozen Yogurt,1
American-Gluten Free-Gluten Free Friendly-Allergy Friendly,1
Juice and Smoothies-Drinks-Coffee and Tea,1
Juice and Smoothies-Drinks-Comfort Food,1
American-Fried Chicken-Fast Food-Group Friendly,1
Juice and Smoothies-Family Friendly,1
Juice and Smoothies-Fast Food-American-Vegetarian Friendly-Healthy,1
American-Fried Chicken-Convenience-Everyday Essentials-Grocery-Home &amp; Personal Care-Snacks,1
Juice and Smoothies-Health &amp; Nutrition Supplements-Tea &amp; Coffee,1
American-Fried Chicken-Burgers-Comfort Food-Family Meals-Sandwich-Family Friendly,1
American-French-Sandwich,1
Vietnamese-Asian Fusion-Family Friendly,1
American-French-Salads-Healthy,1
Juice and Smoothies-Healthy-Breakfast and Brunch-Chicken-Fast Food,1
Juice and Smoothies-Healthy-Breakfast and Brunch-Salads-Gluten Free,1
Juice and Smoothies-Healthy-Chicken-Black-owned-Fast Food,1
Juice and Smoothies-Healthy-Chicken-Breakfast and Brunch-Fast Food,1
Juice and Smoothies-Healthy-Chicken-Kids Friendly-Comfort Food-Fast Food,1
Juice and Smoothies-Healthy-Coffee and Tea,1
Juice and Smoothies-Healthy-Coffee and Tea-Family Meals,1
Juice and Smoothies-Healthy-Comfort Food-Kids Friendly-Breakfast and Brunch-Fast Food,1
American-Fish and Chips-Fast Food-Family Meals-Family Friendly,1
Juice and Smoothies-Healthy-Drinks,1
Vietnamese-Asian Fusion-Family Meals,1
American-Fish and Chips-Family Meals,1
Vietnamese-Asian Fusion-Japanese,1
Vietnamese-Asian-AAPI-owned,1
Juice and Smoothies-Healthy-Mexican-Jamaican-Desserts-Fast Food,1
Juice and Smoothies-Healthy-Salads,1
Juice and Smoothies-Healthy-Snacks-Kids Friendly-Comfort Food-Fast Food,1
Juice and Smoothies-Healthy-Vegan,1
Alcohol-Everyday Essentials-Convenience-Snacks,1
Juice and Smoothies-Healthy-Vegetarian Friendly,1
Juice and Smoothies-Healthy-Vegetarian Friendly-Healthy,1
Vietnamese-Asian-Asian Fusion-Allergy Friendly,1
Juice and Smoothies-Healthy-Vegetarian Friendly-Sandwich,1
Juice and Smoothies-Healthy-Vegetarian-Vegetarian Friendly-Vegan-Vegan Friendly-Kids Friendly-Exclusive to Eats,1
Juice and Smoothies-Ice Cream + Frozen Yogurt,1
Juice and Smoothies-Ice Cream + Frozen Yogurt-Desserts,1
Juice and Smoothies-Ice Cream + Frozen Yogurt-Desserts-Sandwich,1
Juice and Smoothies-Italian-Burgers,1
Juice and Smoothies-Kids Friendly,1
Juice and Smoothies-Kids Friendly-Comfort Food,1
Juice and Smoothies-Kids Friendly-Snacks,1
Juice and Smoothies-Mediterranean-Coffee and Tea,1
Juice and Smoothies-Rice-bowls-Snacks-Allergy Friendly,1
Juice and Smoothies-Salads,1
Juice and Smoothies-Salads-Bowls,1
Juice and Smoothies-Salads-Healthy,1
Juice and Smoothies-Sandwich-Healthy-Fast Food,1
Juice and Smoothies-Sandwiches-Salads,1
Juice and Smoothies-Vegan-Breakfast and Brunch-Allergy Friendly,1
Juice and Smoothies-Vegan-Coffee and Tea,1
Juice and Smoothies-Vegetarian Friendly-Açaí,1
Juice and Smoothies-Vegetarian-Bowls,1
American-Fish and Chips-Chicken,1
Juice and Smoothies-Vegetarian-Gluten Free Friendly-Allergy Friendly,1
Juice and Smoothies-Vegetarian-Kids Friendly-Healthy,1
Juice and Smoothies-Vegetarian-Salads,1
